Start_Date,Location,Pollutant,AQI_Value,AQI_Category,Year
2013-12-01 00:00:00+00:00,Bedford Stuyvesant (CD3),Nitrogen dioxide (NO2),29.76,Good,2013
2013-12-01 00:00:00+00:00,Flatlands and Canarsie (CD18),Nitrogen dioxide (NO2),25.43,Good,2013
2014-06-01 00:00:00+00:00,Brooklyn,Nitrogen dioxide (NO2),14.54,Good,2014
2009-01-01 00:00:00+00:00,Williamsburg - Bushwick,Respiratory hospitalizations due to PM2.5 (age 20+),18.2,Good,2009
2023-06-01 00:00:00+00:00,South Beach - Tottenville,Ozone (O3),36.4865784,Good,2023
2014-06-01 00:00:00+00:00,South Beach - Tottenville,Ozone (O3),31.96,Good,2014
2014-06-01 00:00:00+00:00,Bayside - Little Neck,Ozone (O3),32.26,Good,2014
2005-01-01 00:00:00+00:00,Bayside - Little Neck,Asthma hospitalizations due to Ozone,1.8,Good,2005
2017-01-01 00:00:00+00:00,South Beach - Tottenville,Asthma hospitalizations due to Ozone,1.0,Good,2017
2005-01-01 00:00:00+00:00,South Beach - Tottenville,Asthma hospitalizations due to Ozone,3.3,Good,2005
2017-01-01 00:00:00+00:00,Bayside - Little Neck,Asthma emergency department visits due to PM2.5,2.0,Good,2017
2005-01-01 00:00:00+00:00,Upper West Side,Asthma emergency department visits due to PM2.5,32.3,Good,2005
2017-01-01 00:00:00+00:00,Staten Island,Asthma emergency department visits due to PM2.5,19.0,Good,2017
2010-01-01 00:00:00+00:00,Kingsbridge Heights and Bedford (CD7),Annual vehicle miles traveled,66.582626,Moderate,2010
2019-01-01 00:00:00+00:00,Bayside - Little Neck,Annual vehicle miles traveled,80.044253,Moderate,2019
2010-01-01 00:00:00+00:00,Bayside - Little Neck,Annual vehicle miles traveled,85.872577,Moderate,2010
2019-01-01 00:00:00+00:00,Upper West Side,Annual vehicle miles traveled,143.536157,Unhealthy for Sensitive Groups,2019
2005-01-01 00:00:00+00:00,Williamsburg - Bushwick,Asthma emergency department visits due to PM2.5,118.4,Unhealthy for Sensitive Groups,2005
2014-06-01 00:00:00+00:00,Rockaway and Broad Channel (CD14),Ozone (O3),36.31,Good,2014
2014-06-01 00:00:00+00:00,Sunset Park (CD7),Ozone (O3),30.55,Good,2014
2023-06-01 00:00:00+00:00,Flatbush and Midwood (CD14),Ozone (O3),37.31493103,Good,2023
2023-06-01 00:00:00+00:00,Flushing and Whitestone (CD7),Ozone (O3),36.58470878,Good,2023
2023-06-01 00:00:00+00:00,Upper West Side (CD7),Ozone (O3),29.73775761,Good,2023
2018-01-01 00:00:00+00:00,Bayside - Little Neck,Fine particles (PM 2.5),6.48,Good,2018
2021-06-01 00:00:00+00:00,Bayside - Little Neck,Fine particles (PM 2.5),7.900935796,Good,2021
2015-06-01 00:00:00+00:00,Flatbush and Midwood (CD14),Nitrogen dioxide (NO2),13.99,Good,2015
2023-01-01 00:00:00+00:00,Upper West Side (CD7),Nitrogen dioxide (NO2),18.4344396,Good,2023
2015-06-01 00:00:00+00:00,Rego Park and Forest Hills (CD6),Nitrogen dioxide (NO2),15.15,Good,2015
2022-01-01 00:00:00+00:00,Stuyvesant Town and Turtle Bay (CD6),Nitrogen dioxide (NO2),21.07656911,Good,2022
2013-12-01 00:00:00+00:00,Stuyvesant Town and Turtle Bay (CD6),Nitrogen dioxide (NO2),37.37,Good,2013
2013-12-01 00:00:00+00:00,Park Slope and Carroll Gardens (CD6),Nitrogen dioxide (NO2),29.3,Good,2013
2022-01-01 00:00:00+00:00,Belmont and East Tremont (CD6),Nitrogen dioxide (NO2),16.58853866,Good,2022
2022-12-01 00:00:00+00:00,Crown Heights and Prospect Heights (CD8),Nitrogen dioxide (NO2),23.47973002,Good,2022
2009-12-01 00:00:00+00:00,Crown Heights and Prospect Heights (CD8),Nitrogen dioxide (NO2),25.9,Good,2009
2013-12-01 00:00:00+00:00,Riverdale and Fieldston (CD8),Nitrogen dioxide (NO2),22.45,Good,2013
2013-12-01 00:00:00+00:00,Clinton and Chelsea (CD4),Nitrogen dioxide (NO2),34.78,Good,2013
2015-06-01 00:00:00+00:00,Rego Park and Forest Hills (CD6),Fine particles (PM 2.5),9.39,Good,2015
2016-06-01 00:00:00+00:00,Belmont and East Tremont (CD6),Fine particles (PM 2.5),8.55,Good,2016
2011-06-01 00:00:00+00:00,Crown Heights and Prospect Heights (CD8),Fine particles (PM 2.5),11.53,Good,2011
2010-06-01 00:00:00+00:00,Crown Heights and Prospect Heights (CD8),Fine particles (PM 2.5),11.96,Good,2010
2018-06-01 00:00:00+00:00,Park Slope and Carroll Gardens (CD6),Nitrogen dioxide (NO2),16.27,Good,2018
2020-06-01 00:00:00+00:00,Park Slope and Carroll Gardens (CD6),Nitrogen dioxide (NO2),12.95,Good,2020
2023-06-01 00:00:00+00:00,Crown Heights and Prospect Heights (CD8),Fine particles (PM 2.5),8.936772164,Good,2023
2013-01-01 00:00:00+00:00,East Harlem,Boiler Emissions- Total SO2 Emissions,11.6,Good,2013
2017-06-01 00:00:00+00:00,Crotona -Tremont,Fine particles (PM 2.5),10.09,Good,2017
2016-12-01 00:00:00+00:00,Crotona -Tremont,Fine particles (PM 2.5),8.63,Good,2016
2018-06-01 00:00:00+00:00,Bedford Stuyvesant - Crown Heights,Fine particles (PM 2.5),8.48,Good,2018
2015-12-01 00:00:00+00:00,Bay Ridge and Dyker Heights (CD10),Nitrogen dioxide (NO2),23.15,Good,2015
2018-12-01 00:00:00+00:00,Throgs Neck and Co-op City (CD10),Fine particles (PM 2.5),7.3,Good,2018
2020-01-01 00:00:00+00:00,Throgs Neck and Co-op City (CD10),Fine particles (PM 2.5),6.07,Good,2020
2016-06-01 00:00:00+00:00,Williamsbridge and Baychester (CD12),Ozone (O3),33.19,Good,2016
2018-01-01 00:00:00+00:00,Borough Park (CD12),Nitrogen dioxide (NO2),18.5,Good,2018
2021-12-01 00:00:00+00:00,Borough Park (CD12),Nitrogen dioxide (NO2),21.23037364,Good,2021
2018-01-01 00:00:00+00:00,Bay Ridge and Dyker Heights (CD10),Nitrogen dioxide (NO2),17.7,Good,2018
2021-06-01 00:00:00+00:00,Borough Park (CD12),Nitrogen dioxide (NO2),11.63276692,Good,2021
2015-12-31 00:00:00+00:00,Borough Park (CD12),Nitrogen dioxide (NO2),19.12,Good,2015
2021-06-01 00:00:00+00:00,Bay Ridge and Dyker Heights (CD10),Nitrogen dioxide (NO2),11.51978912,Good,2021
2015-12-31 00:00:00+00:00,Bay Ridge and Dyker Heights (CD10),Nitrogen dioxide (NO2),18.54,Good,2015
2021-06-01 00:00:00+00:00,Jamaica and Hollis (CD12),Ozone (O3),31.41362542,Good,2021
2019-01-01 00:00:00+00:00,Throgs Neck and Co-op City (CD10),Nitrogen dioxide (NO2),14.61,Good,2019
2017-12-01 00:00:00+00:00,Washington Heights and Inwood (CD12),Nitrogen dioxide (NO2),25.23,Good,2017
2019-01-01 00:00:00+00:00,Central Harlem (CD10),Nitrogen dioxide (NO2),19.8,Good,2019
2013-12-01 00:00:00+00:00,Upper East Side (CD8),Nitrogen dioxide (NO2),33.53,Good,2013
2023-01-01 00:00:00+00:00,Borough Park (CD12),Nitrogen dioxide (NO2),16.53085171,Good,2023
2022-12-01 00:00:00+00:00,Borough Park (CD12),Nitrogen dioxide (NO2),22.55241006,Good,2022
2015-06-01 00:00:00+00:00,Borough Park (CD12),Nitrogen dioxide (NO2),14.82,Good,2015
2009-06-01 00:00:00+00:00,Bensonhurst - Bay Ridge,Fine particles (PM 2.5),10.59,Good,2009
2020-06-01 00:00:00+00:00,Williamsburg - Bushwick,Nitrogen dioxide (NO2),13.24,Good,2020
2010-06-01 00:00:00+00:00,Flatlands and Canarsie (CD18),Fine particles (PM 2.5),11.42,Good,2010
2020-12-01 00:00:00+00:00,Bedford Stuyvesant (CD3),Fine particles (PM 2.5),7.023570516,Good,2020
2015-12-01 00:00:00+00:00,Bushwick (CD4),Fine particles (PM 2.5),8.8,Good,2015
2011-06-01 00:00:00+00:00,Jackson Heights (CD3),Fine particles (PM 2.5),11.19,Good,2011
2014-06-01 00:00:00+00:00,Greenwich Village - SoHo,Nitrogen dioxide (NO2),23.91,Good,2014
2023-06-01 00:00:00+00:00,Greenwich Village - SoHo,Nitrogen dioxide (NO2),20.33316087,Good,2023
2017-06-01 00:00:00+00:00,Downtown - Heights - Slope,Nitrogen dioxide (NO2),16.62,Good,2017
2016-12-01 00:00:00+00:00,Downtown - Heights - Slope,Nitrogen dioxide (NO2),26.27,Good,2016
2018-06-01 00:00:00+00:00,Downtown - Heights - Slope,Nitrogen dioxide (NO2),16.37,Good,2018
2018-06-01 00:00:00+00:00,Washington Heights,Nitrogen dioxide (NO2),14.97,Good,2018
2017-06-01 00:00:00+00:00,Washington Heights,Nitrogen dioxide (NO2),16.69,Good,2017
2016-12-01 00:00:00+00:00,Washington Heights,Nitrogen dioxide (NO2),26.85,Good,2016
2013-12-01 00:00:00+00:00,Central Harlem - Morningside Heights,Nitrogen dioxide (NO2),23.86,Good,2013
2020-06-01 00:00:00+00:00,Central Harlem - Morningside Heights,Nitrogen dioxide (NO2),14.6,Good,2020
2017-06-01 00:00:00+00:00,Northeast Bronx,Nitrogen dioxide (NO2),14.37,Good,2017
2013-01-01 00:00:00+00:00,Greenwich Village - SoHo,Boiler Emissions- Total SO2 Emissions,32.9,Good,2013
2017-06-01 00:00:00+00:00,Hunts Point - Mott Haven,Fine particles (PM 2.5),10.2,Good,2017
2018-06-01 00:00:00+00:00,Gramercy Park - Murray Hill,Fine particles (PM 2.5),11.64,Good,2018
2015-01-01 00:00:00+00:00,Gramercy Park - Murray Hill,Boiler Emissions- Total NOx Emissions,256.2,Very Unhealthy,2015
2015-01-01 00:00:00+00:00,Greenwich Village - SoHo,Boiler Emissions- Total NOx Emissions,121.3,Unhealthy for Sensitive Groups,2015
2019-01-01 00:00:00+00:00,Tottenville and Great Kills (CD3),Annual vehicle miles traveled (cars),11.886202,Good,2019
2010-01-01 00:00:00+00:00,Tottenville and Great Kills (CD3),Annual vehicle miles traveled (cars),13.954551,Good,2010
2018-06-01 00:00:00+00:00,Upper West Side,Nitrogen dioxide (NO2),18.4,Good,2018
2017-06-01 00:00:00+00:00,Upper West Side,Nitrogen dioxide (NO2),19.98,Good,2017
2020-06-01 00:00:00+00:00,East New York,Nitrogen dioxide (NO2),10.42,Good,2020
2016-12-01 00:00:00+00:00,East New York,Nitrogen dioxide (NO2),24.86,Good,2016
2017-06-01 00:00:00+00:00,East New York,Nitrogen dioxide (NO2),13.39,Good,2017
2018-06-01 00:00:00+00:00,East New York,Nitrogen dioxide (NO2),11.97,Good,2018
2011-06-01 00:00:00+00:00,Woodside and Sunnyside (CD2),Fine particles (PM 2.5),12.85,Good,2011
2010-12-01 00:00:00+00:00,Woodside and Sunnyside (CD2),Fine particles (PM 2.5),11.48,Good,2010
2013-01-01 00:00:00+00:00,Lower Manhattan,Boiler Emissions- Total SO2 Emissions,13.7,Good,2013
2013-01-01 00:00:00+00:00,Union Square - Lower East Side,Boiler Emissions- Total SO2 Emissions,24.9,Good,2013
2013-01-01 00:00:00+00:00,Coney Island - Sheepshead Bay,Boiler Emissions- Total SO2 Emissions,0.9,Good,2013
2013-01-01 00:00:00+00:00,Borough Park,Boiler Emissions- Total SO2 Emissions,1.5,Good,2013
2015-12-01 00:00:00+00:00,Manhattan,Fine particles (PM 2.5),9.45,Good,2015
2016-06-01 00:00:00+00:00,Manhattan,Fine particles (PM 2.5),9.49,Good,2016
2015-01-01 00:00:00+00:00,Lower Manhattan,Boiler Emissions- Total NOx Emissions,114.9,Unhealthy for Sensitive Groups,2015
2015-01-01 00:00:00+00:00,High Bridge - Morrisania,Boiler Emissions- Total NOx Emissions,72.2,Moderate,2015
2019-01-01 00:00:00+00:00,Financial District (CD1),Annual vehicle miles traveled (cars),103.718606,Unhealthy for Sensitive Groups,2019
2010-01-01 00:00:00+00:00,Hunts Point and Longwood (CD2),Annual vehicle miles traveled (cars),41.14552,Good,2010
2019-01-01 00:00:00+00:00,Hunts Point and Longwood (CD2),Annual vehicle miles traveled (cars),46.497254,Good,2019
2019-01-01 00:00:00+00:00,Rockaways,Annual vehicle miles traveled (trucks),0.577668,Good,2019
2010-01-01 00:00:00+00:00,Lower Manhattan,Annual vehicle miles traveled (trucks),2.986114,Good,2010
2012-01-02 00:00:00+00:00,Lower Manhattan,Asthma hospitalizations due to Ozone,6.2,Good,2012
2019-01-01 00:00:00+00:00,Highbridge and Concourse (CD4),Annual vehicle miles traveled (cars),82.383507,Moderate,2019
2010-01-01 00:00:00+00:00,Highbridge and Concourse (CD4),Annual vehicle miles traveled (cars),78.842145,Moderate,2010
2019-01-01 00:00:00+00:00,Bedford Stuyvesant (CD3),Annual vehicle miles traveled (cars),64.316194,Moderate,2019
2019-01-01 00:00:00+00:00,Elmhurst and Corona (CD4),Annual vehicle miles traveled (trucks),4.882639,Good,2019
2010-01-01 00:00:00+00:00,Southwest Queens,Annual vehicle miles traveled (trucks),2.015129,Good,2010
2019-01-01 00:00:00+00:00,Southwest Queens,Annual vehicle miles traveled (trucks),2.436994,Good,2019
2010-01-01 00:00:00+00:00,Jamaica,Annual vehicle miles traveled (trucks),0.99201,Good,2010
2010-01-01 00:00:00+00:00,Greenwich Village - SoHo,Annual vehicle miles traveled (trucks),10.458446,Good,2010
2019-01-01 00:00:00+00:00,Greenwich Village - SoHo,Annual vehicle miles traveled (trucks),10.146983,Good,2019
2012-01-02 00:00:00+00:00,East Flatbush - Flatbush,Asthma hospitalizations due to Ozone,36.6,Good,2012
2017-01-01 00:00:00+00:00,Greenwich Village - SoHo,Asthma hospitalizations due to Ozone,2.0,Good,2017
2017-01-01 00:00:00+00:00,Greenwich Village - SoHo,Asthma emergency departments visits due to Ozone,18.0,Good,2017
2005-01-01 00:00:00+00:00,Greenwich Village - SoHo,Asthma emergency departments visits due to Ozone,19.9,Good,2005
2005-01-01 00:00:00+00:00,Greenwich Village - SoHo,Asthma hospitalizations due to Ozone,6.3,Good,2005
2017-01-01 00:00:00+00:00,Gramercy Park - Murray Hill,Asthma emergency departments visits due to Ozone,46.0,Good,2017
2020-06-01 00:00:00+00:00,East Flatbush (CD17),Nitrogen dioxide (NO2),10.82,Good,2020
2020-06-01 00:00:00+00:00,Flatlands and Canarsie (CD18),Nitrogen dioxide (NO2),8.61,Good,2020
2015-12-31 00:00:00+00:00,Bronx,Nitrogen dioxide (NO2),18.42,Good,2015
2015-12-31 00:00:00+00:00,Hunts Point - Mott Haven,Nitrogen dioxide (NO2),19.91,Good,2015
2020-12-01 00:00:00+00:00,South Crown Heights and Lefferts Gardens (CD9),Nitrogen dioxide (NO2),23.12825233,Good,2020
2023-06-01 00:00:00+00:00,Parkchester and Soundview (CD9),Fine particles (PM 2.5),9.278967207,Good,2023
2023-06-01 00:00:00+00:00,Morris Park and Bronxdale (CD11),Fine particles (PM 2.5),9.232350014,Good,2023
2023-06-01 00:00:00+00:00,Morningside Heights and Hamilton Heights (CD9),Fine particles (PM 2.5),9.250161362,Good,2023
2023-06-01 00:00:00+00:00,Bensonhurst (CD11),Fine particles (PM 2.5),8.452024043,Good,2023
2023-01-01 00:00:00+00:00,Morningside Heights and Hamilton Heights (CD9),Fine particles (PM 2.5),6.937311432,Good,2023
2022-12-01 00:00:00+00:00,Morningside Heights and Hamilton Heights (CD9),Fine particles (PM 2.5),6.607284157,Good,2022
2010-06-01 00:00:00+00:00,South Crown Heights and Lefferts Gardens (CD9),Ozone (O3),32.25,Good,2010
2010-06-01 00:00:00+00:00,Parkchester and Soundview (CD9),Ozone (O3),33.54,Good,2010
2011-06-01 00:00:00+00:00,Parkchester and Soundview (CD9),Ozone (O3),33.59,Good,2011
2010-06-01 00:00:00+00:00,Kew Gardens and Woodhaven (CD9),Ozone (O3),33.23,Good,2010
2011-06-01 00:00:00+00:00,Kew Gardens and Woodhaven (CD9),Ozone (O3),32.83,Good,2011
2016-06-01 00:00:00+00:00,Kew Gardens and Woodhaven (CD9),Ozone (O3),33.58,Good,2016
2018-01-01 00:00:00+00:00,South Crown Heights and Lefferts Gardens (CD9),Nitrogen dioxide (NO2),19.12,Good,2018
2015-12-31 00:00:00+00:00,Bensonhurst (CD11),Nitrogen dioxide (NO2),18.05,Good,2015
2021-06-01 00:00:00+00:00,Bensonhurst (CD11),Nitrogen dioxide (NO2),10.9161668,Good,2021
2015-12-31 00:00:00+00:00,South Crown Heights and Lefferts Gardens (CD9),Nitrogen dioxide (NO2),20.11,Good,2015
2021-12-01 00:00:00+00:00,South Crown Heights and Lefferts Gardens (CD9),Nitrogen dioxide (NO2),21.25230904,Good,2021
2021-06-01 00:00:00+00:00,Kew Gardens and Woodhaven (CD9),Ozone (O3),31.09074581,Good,2021
2023-01-01 00:00:00+00:00,Morningside Heights and Hamilton Heights (CD9),Nitrogen dioxide (NO2),16.39020724,Good,2023
2022-12-01 00:00:00+00:00,Morningside Heights and Hamilton Heights (CD9),Nitrogen dioxide (NO2),19.98202778,Good,2022
2022-01-01 00:00:00+00:00,Morris Park and Bronxdale (CD11),Nitrogen dioxide (NO2),15.41922074,Good,2022
2017-12-01 00:00:00+00:00,Morningside Heights and Hamilton Heights (CD9),Nitrogen dioxide (NO2),27.31,Good,2017
2022-01-01 00:00:00+00:00,East Harlem (CD11),Nitrogen dioxide (NO2),16.73138765,Good,2022
2022-01-01 00:00:00+00:00,Morningside Heights and Hamilton Heights (CD9),Nitrogen dioxide (NO2),16.84972409,Good,2022
2023-01-01 00:00:00+00:00,South Crown Heights and Lefferts Gardens (CD9),Nitrogen dioxide (NO2),16.06925449,Good,2023
2022-12-01 00:00:00+00:00,South Crown Heights and Lefferts Gardens (CD9),Nitrogen dioxide (NO2),22.88346514,Good,2022
2015-06-01 00:00:00+00:00,Bensonhurst (CD11),Nitrogen dioxide (NO2),13.62,Good,2015
2015-01-01 00:00:00+00:00,Bensonhurst - Bay Ridge,Asthma hospitalizations due to Ozone,4.7,Good,2015
2015-01-01 00:00:00+00:00,Borough Park,Asthma hospitalizations due to Ozone,3.0,Good,2015
2005-01-01 00:00:00+00:00,Union Square - Lower East Side,Asthma hospitalizations due to Ozone,16.1,Good,2005
2005-01-01 00:00:00+00:00,Union Square - Lower East Side,Asthma emergency departments visits due to Ozone,85.8,Moderate,2005
2018-06-01 00:00:00+00:00,Mott Haven and Melrose (CD1),Nitrogen dioxide (NO2),16.15,Good,2018
2020-06-01 00:00:00+00:00,Mott Haven and Melrose (CD1),Nitrogen dioxide (NO2),15.02,Good,2020
2016-12-01 00:00:00+00:00,Fort Greene and Brooklyn Heights (CD2),Nitrogen dioxide (NO2),26.73,Good,2016
2017-06-01 00:00:00+00:00,Fort Greene and Brooklyn Heights (CD2),Nitrogen dioxide (NO2),17.33,Good,2017
2018-01-01 00:00:00+00:00,Lower Manhattan,Nitrogen dioxide (NO2),25.15,Good,2018
2015-12-31 00:00:00+00:00,Bensonhurst - Bay Ridge,Nitrogen dioxide (NO2),17.78,Good,2015
2018-12-01 00:00:00+00:00,Union Square - Lower East Side,Nitrogen dioxide (NO2),25.9,Good,2018
2020-01-01 00:00:00+00:00,Union Square - Lower East Side,Nitrogen dioxide (NO2),19.69,Good,2020
2018-12-01 00:00:00+00:00,Lower Manhattan,Nitrogen dioxide (NO2),27.74,Good,2018
2020-01-01 00:00:00+00:00,Lower Manhattan,Nitrogen dioxide (NO2),21.55,Good,2020
2015-01-01 00:00:00+00:00,High Bridge - Morrisania,Boiler Emissions- Total PM2.5 Emissions,1.9,Good,2015
2015-01-01 00:00:00+00:00,Bensonhurst - Bay Ridge,Boiler Emissions- Total PM2.5 Emissions,0.2,Good,2015
2015-01-01 00:00:00+00:00,Bensonhurst - Bay Ridge,Boiler Emissions- Total NOx Emissions,26.1,Good,2015
2015-12-01 00:00:00+00:00,Bensonhurst - Bay Ridge,Fine particles (PM 2.5),7.71,Good,2015
2010-06-01 00:00:00+00:00,Coney Island - Sheepshead Bay,Fine particles (PM 2.5),11.35,Good,2010
2016-06-01 00:00:00+00:00,Bensonhurst - Bay Ridge,Fine particles (PM 2.5),7.94,Good,2016
2013-01-01 00:00:00+00:00,Rockaways,Boiler Emissions- Total PM2.5 Emissions,0.0,Good,2013
2013-01-01 00:00:00+00:00,Rockaways,Boiler Emissions- Total NOx Emissions,6.1,Good,2013
2013-01-01 00:00:00+00:00,Lower Manhattan,Boiler Emissions- Total PM2.5 Emissions,1.7,Good,2013
2013-01-01 00:00:00+00:00,Lower Manhattan,Boiler Emissions- Total NOx Emissions,118.7,Unhealthy for Sensitive Groups,2013
2013-01-01 00:00:00+00:00,Union Square - Lower East Side,Boiler Emissions- Total PM2.5 Emissions,3.0,Good,2013
2013-01-01 00:00:00+00:00,Union Square - Lower East Side,Boiler Emissions- Total NOx Emissions,126.1,Unhealthy for Sensitive Groups,2013
2015-01-01 00:00:00+00:00,Brooklyn,Boiler Emissions- Total PM2.5 Emissions,0.1,Good,2015
2011-06-01 00:00:00+00:00,Bronx,Fine particles (PM 2.5),11.66,Good,2011
2015-12-01 00:00:00+00:00,Bronx,Fine particles (PM 2.5),8.4,Good,2015
2015-12-01 00:00:00+00:00,East Flatbush - Flatbush,Fine particles (PM 2.5),8.37,Good,2015
2010-06-01 00:00:00+00:00,Bronx,Fine particles (PM 2.5),12.12,Good,2010
2013-01-01 00:00:00+00:00,Greenwich Village - SoHo,Boiler Emissions- Total PM2.5 Emissions,4.1,Good,2013
2013-01-01 00:00:00+00:00,Greenwich Village - SoHo,Boiler Emissions- Total NOx Emissions,132.5,Unhealthy for Sensitive Groups,2013
2018-06-01 00:00:00+00:00,Central Harlem - Morningside Heights,Fine particles (PM 2.5),8.9,Good,2018
2018-06-01 00:00:00+00:00,Washington Heights,Fine particles (PM 2.5),8.65,Good,2018
2018-12-01 00:00:00+00:00,Gramercy Park - Murray Hill,Nitrogen dioxide (NO2),29.66,Good,2018
2023-06-01 00:00:00+00:00,Gramercy Park - Murray Hill,Nitrogen dioxide (NO2),20.0325472,Good,2023
2018-12-01 00:00:00+00:00,Greenwich Village - SoHo,Nitrogen dioxide (NO2),27.47,Good,2018
2020-01-01 00:00:00+00:00,Greenwich Village - SoHo,Nitrogen dioxide (NO2),21.32,Good,2020
2023-06-01 00:00:00+00:00,East Flatbush - Flatbush,Nitrogen dioxide (NO2),12.02033251,Good,2023
2020-06-01 00:00:00+00:00,Morrisania and Crotona (CD3),Nitrogen dioxide (NO2),13.96,Good,2020
2012-06-01 00:00:00+00:00,Highbridge and Concourse (CD4),Ozone (O3),33.02,Good,2012
2013-06-01 00:00:00+00:00,Highbridge and Concourse (CD4),Ozone (O3),29.73,Good,2013
2021-06-01 00:00:00+00:00,Highbridge and Concourse (CD4),Ozone (O3),28.92267014,Good,2021
2013-06-01 00:00:00+00:00,Greenpoint,Ozone (O3),29.77,Good,2013
2012-06-01 00:00:00+00:00,Greenpoint,Ozone (O3),32.73,Good,2012
2018-01-01 00:00:00+00:00,Jackson Heights (CD3),Nitrogen dioxide (NO2),19.09,Good,2018
2015-12-31 00:00:00+00:00,Highbridge and Concourse (CD4),Nitrogen dioxide (NO2),21.21,Good,2015
2021-12-01 00:00:00+00:00,Highbridge and Concourse (CD4),Nitrogen dioxide (NO2),22.31609544,Good,2021
2014-06-01 00:00:00+00:00,Union Square - Lower East Side,Nitrogen dioxide (NO2),22.11,Good,2014
2020-06-01 00:00:00+00:00,Long Island City and Astoria (CD1),Nitrogen dioxide (NO2),12.83,Good,2020
2013-06-01 00:00:00+00:00,Hunts Point and Longwood (CD2),Ozone (O3),31.87,Good,2013
2021-06-01 00:00:00+00:00,Hunts Point and Longwood (CD2),Ozone (O3),29.13468987,Good,2021
2014-06-01 00:00:00+00:00,Borough Park,Nitrogen dioxide (NO2),15.11,Good,2014
2013-06-01 00:00:00+00:00,Upper East Side-Gramercy,Ozone (O3),24.26,Good,2013
2012-06-01 00:00:00+00:00,Upper East Side-Gramercy,Ozone (O3),26.81,Good,2012
2021-06-01 00:00:00+00:00,Pelham - Throgs Neck,Ozone (O3),30.29229041,Good,2021
2012-06-01 00:00:00+00:00,Bedford Stuyvesant - Crown Heights,Ozone (O3),32.12,Good,2012
2013-06-01 00:00:00+00:00,Bedford Stuyvesant - Crown Heights,Ozone (O3),29.66,Good,2013
2012-06-01 00:00:00+00:00,Woodside and Sunnyside (CD2),Nitrogen dioxide (NO2),18.71,Good,2012
2013-06-01 00:00:00+00:00,Woodside and Sunnyside (CD2),Nitrogen dioxide (NO2),17.98,Good,2013
2018-01-01 00:00:00+00:00,Woodside and Sunnyside (CD2),Nitrogen dioxide (NO2),21.13,Good,2018
2015-12-31 00:00:00+00:00,Greenpoint and Williamsburg (CD1),Nitrogen dioxide (NO2),21.38,Good,2015
2021-12-01 00:00:00+00:00,Greenpoint and Williamsburg (CD1),Nitrogen dioxide (NO2),24.02080988,Good,2021
2018-01-01 00:00:00+00:00,Fort Greene and Brooklyn Heights (CD2),Nitrogen dioxide (NO2),21.09,Good,2018
2008-12-01 00:00:00+00:00,Greenwich Village and Soho (CD2),Nitrogen dioxide (NO2),34.83,Good,2008
2014-06-01 00:00:00+00:00,Greenwich Village and Soho (CD2),Nitrogen dioxide (NO2),24.02,Good,2014
2008-12-01 00:00:00+00:00,Woodside and Sunnyside (CD2),Nitrogen dioxide (NO2),25.93,Good,2008
2010-12-01 00:00:00+00:00,Woodside and Sunnyside (CD2),Nitrogen dioxide (NO2),25.08,Good,2010
2014-06-01 00:00:00+00:00,Woodside and Sunnyside (CD2),Nitrogen dioxide (NO2),16.7,Good,2014
2018-12-01 00:00:00+00:00,Woodside and Sunnyside (CD2),Nitrogen dioxide (NO2),26.2,Good,2018
2018-12-01 00:00:00+00:00,South Crown Heights and Lefferts Gardens (CD9),Fine particles (PM 2.5),6.95,Good,2018
2023-06-01 00:00:00+00:00,South Crown Heights and Lefferts Gardens (CD9),Fine particles (PM 2.5),8.65103668,Good,2023
2016-12-01 00:00:00+00:00,West Queens,Fine particles (PM 2.5),8.48,Good,2016
2010-01-01 00:00:00+00:00,Kew Gardens and Woodhaven (CD9),Annual vehicle miles traveled (cars),52.673609,Moderate,2010
2019-01-01 00:00:00+00:00,Kew Gardens and Woodhaven (CD9),Annual vehicle miles traveled (cars),43.575521,Good,2019
2010-01-01 00:00:00+00:00,South Crown Heights and Lefferts Gardens (CD9),Annual vehicle miles traveled (cars),55.032471,Moderate,2010
2019-01-01 00:00:00+00:00,Parkchester and Soundview (CD9),Annual vehicle miles traveled (cars),65.927354,Moderate,2019
2010-01-01 00:00:00+00:00,Morningside Heights and Hamilton Heights (CD9),Annual vehicle miles traveled (cars),108.380755,Unhealthy for Sensitive Groups,2010
2019-01-01 00:00:00+00:00,Morningside Heights and Hamilton Heights (CD9),Annual vehicle miles traveled (cars),123.051578,Unhealthy for Sensitive Groups,2019
2010-01-01 00:00:00+00:00,East Harlem (CD11),Annual vehicle miles traveled (cars),142.542584,Unhealthy for Sensitive Groups,2010
2010-01-01 00:00:00+00:00,Kew Gardens and Woodhaven (CD9),Annual vehicle miles traveled (trucks),2.348055,Good,2010
2019-01-01 00:00:00+00:00,Kew Gardens and Woodhaven (CD9),Annual vehicle miles traveled (trucks),2.982136,Good,2019
2019-01-01 00:00:00+00:00,South Crown Heights and Lefferts Gardens (CD9),Annual vehicle miles traveled (trucks),1.957808,Good,2019
2010-01-01 00:00:00+00:00,South Crown Heights and Lefferts Gardens (CD9),Annual vehicle miles traveled (trucks),1.02288,Good,2010
2020-06-01 00:00:00+00:00,East Harlem (CD11),Nitrogen dioxide (NO2),14.27,Good,2020
2015-01-01 00:00:00+00:00,West Queens,Boiler Emissions- Total NOx Emissions,23.7,Good,2015
